,lr,train_loss,val_loss,top1_acc,top5_acc
0,0.001,6.61015695005312,6.145691466673707,0.007700358851674643,0.03775418660287081
1,0.0009993977281025862,6.9123401638792945,6.819019186439696,0.0013456937799043063,0.008410586124401914
2,0.0009975923633360985,6.46999485819349,6.085677608348534,0.012896232057416277,0.05349132775119615
3,0.0009945882549823907,5.754740814851273,5.350802370806059,0.04765998803827751,0.15307092884166001
4,0.0009903926402016153,5.310386964209409,5.119956220165965,0.06975005563591855,0.19803779069767435
5,0.0009850156265972722,4.975263048225745,4.7509404278257845,0.1088690608656949,0.2714337376210079
6,0.0009784701678661046,4.686767558129584,4.670257187345948,0.1192034327361745,0.2919529598308666
7,0.0009707720325915106,4.440615217908545,4.405828898032888,0.1500752823522866,0.3451600228107268
8,0.0009619397662556437,4.246404237997511,4.2609352711855415,0.1631245131857127,0.372320782797374
9,0.000951994646561722,4.081972137913976,4.038339590627042,0.1893046901079337,0.4150048333704238
10,0.0009409606321741777,3.927210818332228,3.987052731821983,0.19829771475464558,0.41820302937576476
11,0.0009288643050001363,3.8140554435732423,3.9132283943121515,0.20779233197952596,0.4379763825525759
12,0.0009157348061512729,3.7086181512410143,3.748190607180436,0.22605134499833093,0.46425479164348504
13,0.0009016037657403227,3.59616299597463,3.742003395654368,0.23483573495048404,0.473822431011461
14,0.0008865052266813687,3.5130328846649372,3.638261761676752,0.24414084232780686,0.48927791532213194
15,0.0008704755626774798,3.416632424090798,3.5507600913492685,0.2556383526204518,0.5075030252030709
16,0.0008535533905932739,3.333483346140492,3.5442422023800573,0.2609098559029706,0.5110741557249362
17,0.0008357794774235094,3.262542604178995,3.4177715689942016,0.276494867586514,0.5289567569823075
18,0.0008171966420818229,3.195945363343909,3.3518846873461343,0.28797064509847536,0.5407698272504732
19,0.0007978496522462169,3.133367646061048,3.2934187770460204,0.2956179759652834,0.5542841395905191
20,0.0007777851165098012,3.0696283862777016,3.2404852324125306,0.3080639048069431,0.5684321798152887
21,0.0007570513720966108,3.000104452980619,3.2704118160825026,0.3023420983086678,0.5640569364081448
22,0.0007356983684129989,2.9367603316960342,3.269754702965037,0.30166925141871614,0.5644672513074441
23,0.000713777546715141,2.873582142721218,3.2109823082907902,0.31165068293090065,0.575888262212083
24,0.0006913417161825448,2.8201530777995933,3.1255791342714745,0.3151479219984421,0.5909377781795929
25,0.0006684449266961098,2.756624550581283,3.1032089218853764,0.3264376669077555,0.5942428994658959
26,0.000645142338627231,2.704133155251282,3.11196764077296,0.33049039584956036,0.5947279751307445
27,0.0006214900899516319,2.643533403070574,3.022772886964123,0.3423938744853678,0.6100704489818635
28,0.0005975451610080641,2.6068019940209046,3.0207734815241603,0.34325710053410463,0.6153436908868366
29,0.0005733652372276807,2.558354321499944,2.9194445262114974,0.3607293868921777,0.6300506982307778
30,0.0005490085701647803,2.511401780588837,2.890533622514689,0.3622828460554132,0.637043437743407
31,0.000524533837163709,2.47300767410122,2.907988854857724,0.36678413959051953,0.63700344942695
32,0.0004999999999999999,2.4253989354291106,2.871713596881862,0.37076558501168366,0.6465537025703797
33,0.0004754661628362909,2.3858890458655284,2.9260615506098024,0.3714210456770891,0.647004005786135
34,0.0004509914298352196,2.34259411490376,2.8112442119127268,0.3815146183375987,0.6557145042839655
35,0.00042663476277231906,2.298955283000134,2.8126948656933153,0.3846537011794814,0.6630593148436631
36,0.00040245483899193583,2.2700755548080336,2.8089443358935795,0.3842260000556359,0.6595081784800265
37,0.000378509910048368,2.2303306607674975,2.7501319531333506,0.3945038666963392,0.6702163541782572
38,0.0003548576613727688,2.1919232529043073,2.78656931228615,0.3921089142650495,0.6645519222209857
39,0.0003315550733038899,2.1527984248385974,2.7309291412670635,0.40143575442305557,0.6748515216423726
40,0.000308658283817455,2.1225092845292806,2.699021636156372,0.4026884319016357,0.6776733058862808
41,0.00028622245328485896,2.0841182265788407,2.689117971789895,0.40667074663402686,0.6811131704128183
42,0.00026430163158700106,2.0528858580296276,2.6648456997563383,0.4081285815622566,0.6833368685323244
43,0.00024294862790338908,2.0181789639359367,2.717259937781464,0.4113441637921442,0.6881598072215432
44,0.00022221488349019895,1.9963848762567156,2.6411011742347745,0.41319231946144414,0.6871114178813842
45,0.00020215034775378327,1.9597968280544353,2.6420887064135234,0.42113695476799823,0.6952246995660403
