,lr,train_loss,val_loss,top1_acc,top5_acc
0,1e-05,6.76669204586141,5.585134193942878,0.09184273116724156,0.19938522310003337
1,9.997532801828659e-06,4.325849840644075,3.510388578381835,0.27788054968287573,0.5180999290642034
2,9.990133642141359e-06,2.9847419745790784,2.769472470979371,0.37884409424724597,0.6484444544898187
3,9.977809823015402e-06,2.434938447957761,2.451813900727404,0.429152873595193,0.709315365249805
4,9.960573506572391e-06,2.0907112936204246,2.2454639245448496,0.4662185657060198,0.7463236828196282
5,9.93844170297569e-06,1.862695103112928,2.114123149708124,0.4906279556581731,0.7707513283075553
6,9.911436253643447e-06,1.6751851555098327,2.024782755585952,0.5073352481361961,0.7839074844219425
7,9.87958380969374e-06,1.5244060347235933,1.9161583013369132,0.5318541713029932,0.804055510737732
8,9.842915805643158e-06,1.3937281585762336,1.9040260713493995,0.5400065719928782,0.814204719316791
9,9.801468428384718e-06,1.284334731582796,1.810544735364366,0.5529019347390678,0.8255109811394236
10,9.75528258147577e-06,1.1915153353719454,1.7838204016810972,0.5682809196617332,0.8316596194503172
11,9.70440384477113e-06,1.1003466861157984,1.72938097820898,0.5780945741070436,0.8370432638811617
12,9.64888242944126e-06,1.022624707214351,1.7216827331119742,0.5892330588628023,0.8473967605986426
13,9.588773128419908e-06,0.9480678862134871,1.7545946308157656,0.586765953599644,0.8449296553354849
14,9.524135262330102e-06,0.8820570757500493,1.6928304824532505,0.5968777817959281,0.8527795357182598
15,9.455032620941843e-06,0.8190820434258326,1.7673301779482353,0.5956659619450317,0.8481834872593749
16,9.381533400219322e-06,0.7665722836643725,1.7552981229062288,0.5976436449872029,0.8493779208857238
17,9.303710135019723e-06,0.7138931609680652,1.7829501153321932,0.601665948036052,0.8505949566039835
18,9.22163962751008e-06,0.6688499995215158,1.7288197126043467,0.6123549988872817,0.8588925322688328
19,9.135402871372813e-06,0.6207328648157374,1.76072313397695,0.618371501891621,0.8627600979192167
20,9.045084971874742e-06,0.5797075719099198,1.8456594739376644,0.6050275745521312,0.8551536246800934
21,8.950775061878454e-06,0.5402904819988111,1.816147472584647,0.6119038263602988,0.8608354428619117
22,8.852566213878949e-06,0.5088395192055335,1.8496872666135928,0.6189130827862466,0.8611909911538888
23,8.7505553481523e-06,0.4755395181124097,1.8685476624509365,0.6159052659396914,0.8605937743407144
24,8.644843137107061e-06,0.4436117996832549,1.8537452851898935,0.6230075386669645,0.8659200442305549
25,8.53553390593274e-06,0.4139942080927258,1.9438075908776111,0.6121107224324015,0.861863838043841
26,8.422735529643446e-06,0.38908667200830466,1.9334246604636525,0.615605353566263,0.8623315274841438
27,8.306559326618261e-06,0.36833241945383033,1.986598968434562,0.6208785954712362,0.8654358378769332
28,8.187119948743451e-06,0.3426720326535029,2.0303220654075784,0.6219417631022586,0.8643126877712252
29,8.064535268264885e-06,0.322964313746491,2.003653072640657,0.6300350506286854,0.8648368824413042
30,7.938926261462368e-06,0.29899988723644483,2.0232638869987163,0.6259588502837435,0.8658626696895515
31,7.810416889260654e-06,0.2906190403063377,2.1283060657350648,0.627140244241683,0.8654932124179373
32,7.679133974894984e-06,0.26770076243190105,2.1363111390023737,0.6316989123177923,0.8638276121063758
33,7.545207078751858e-06,0.25679606067376864,2.1023838056616815,0.630166316624012,0.8648177575943029
34,7.408768370508578e-06,0.23906562524691471,2.1676575585700686,0.627977390953599,0.865302833259152
35,7.269952498697735e-06,0.22861944741918855,2.2397422359890924,0.6332323773227994,0.8655479790252586
36,7.128896457825365e-06,0.2141572333605204,2.3176908935799005,0.6246148951262931,0.8640701499388005
37,6.985739453173904e-06,0.20242065079176305,2.321137095681217,0.6334366654612209,0.8640145140202514
38,6.840622763423393e-06,0.19079115078039235,2.2417660575163967,0.6276427061310785,0.8616786747524202
39,6.693689601226459e-06,0.18314554882993075,2.290757127997409,0.6354178257483031,0.8673961346945585
40,6.545084971874739e-06,0.173088190249536,2.433297551205851,0.6303532185378877,0.8626323091687996
41,6.394955530196148e-06,0.1631728657241073,2.4117627112488993,0.6305575066763097,0.8611553493935685
42,6.243449435824274e-06,0.15651176988162693,2.3748353291926776,0.6356977439635029,0.8632669063647491
43,6.090716206982715e-06,0.14850317921236686,2.4866188172803563,0.6193077500834536,0.8599035412262157
44,5.9369065729286255e-06,0.13793801280423015,2.448041738862055,0.6399773631356408,0.8672474824746856
45,5.7821723252011565e-06,0.13365518198695536,2.4207028922709566,0.6391567333370424,0.8675291393123399
46,5.626666167821524e-06,0.12962573075430933,2.4144468404459625,0.633940865973072,0.8646117308334261
47,5.470541566592573e-06,0.12033133492083617,2.5188780827670576,0.6385030112940915,0.868463648881718
48,5.313952597646569e-06,0.11626555499824645,2.486944705889556,0.6445386391454327,0.8699388700344941
49,5.1570537953906435e-06,0.11069873995272851,2.466279771695869,0.6408006008679211,0.8682932638811617
50,5.000000000000002e-06,0.10446473560325803,2.6700607849080003,0.6347275926338035,0.8654549627239346
51,4.842946204609361e-06,0.10266001291558745,2.5227782478172798,0.6421836750305997,0.8698084733503951
